id,tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel
302,14,0,1,7,F,1,943.4664256,Broker,C,House,15,high,white,47,2013,80103,0
303,25,0,1,2,F,1,917.5483814,Broker,A,House,15,high,white,44,2013,50008,0
304,0,0,2,2,M,1,882.9698976,Phone,C,Condo,14,high,white,24,2013,15010,0
305,19,0,6,0,F,1,850.8545666,Phone,A,Tenant,10,high,blue,49,2013,80028,0
306,14,0,1,1,M,1,833.7817365,Broker,C,Condo,13,medium,yellow,45,2013,85024,0
307,15,0,1,0,F,1,844.3729398,Online,B,House,16,high,blue,43,2013,80012,0
308,16,0,1,3,F,1,863.0531588,Broker,B,House,12,high,white,37,2013,85051,0
309,3,0,2,1,M,1,998.3500406,Phone,B,Tenant,13,high,red,33,2013,50013,0
310,15,0,4,0,F,0,989.5972942,Phone,A,Condo,8,high,white,47,2013,80034,0
311,10,1,4,7,M,1,921.3130697,Phone,B,Tenant,10,high,red,37,2013,85008,1
312,5,0,1,1,F,1,928.4562978,Broker,B,Condo,21,high,white,33,2013,85017,0
313,19,1,2,1,M,1,772.4636575,Phone,C,House,8,high,yellow,51,2013,85066,1
314,15,0,1,1,F,0,1015.747232,Broker,C,House,14,medium,blue,39,2013,85060,1
315,5,0,3,0,M,0,893.6044834,Broker,B,Condo,24,medium,blue,36,2013,15027,0
316,17,0,1,0,M,1,868.8029879,Broker,C,House,10,high,yellow,43,2013,98021,0
317,17,0,4,5,F,1,823.2075076,Phone,A,House,20,low,white,61,2013,15049,1
318,15,0,6,1,F,1,936.0454136,Phone,A,House,13,low,blue,52,2013,85025,1
319,14,0,3,4,F,1,863.2754832,Phone,C,Condo,13,high,yellow,67,2013,15038,0
320,12,0,3,1,F,1,834.7460442,Phone,C,Tenant,17,high,blue,46,2013,85060,0
321,12,0,2,2,M,1,927.8765659,Phone,C,Condo,11,low,white,40,2013,98033,1
322,18,0,1,5,F,1,757.1212339,Broker,A,House,38.75622613,medium,yellow,58,2013,50049,0
323,14,0,3,1,M,1,871.8754737,Phone,C,Tenant,12,high,blue,50,2013,80028,0
324,8,0,2,1,F,1,997.9780011,Online,C,Condo,11,high,red,32,2013,15060,0
325,12,0,2,0,F,1,1019.505248,Phone,B,Tenant,16,high,blue,42,2013,80034,1
326,2,0,1,0,F,1,1010.853558,Broker,C,Condo,10,medium,white,35,2013,50052,0
327,11,0,4,0,F,0,835.061342,Phone,B,Condo,13,high,white,40,2013,15015,0
328,15,0,NA,3,M,1,914.5895528,Broker,A,House,9,medium,white,44,2013,80030,0
329,6,1,1,0,M,0,960.096948,Broker,C,House,8,high,red,32,2013,80026,0
330,16,0,4,8,F,1,918.9006253,Broker,C,House,18,low,white,59,2013,15026,0
331,4,1,1,1,M,1,844.8210792,Broker,B,House,16,low,blue,30,2013,98012,1
332,18,0,1,5,F,1,985.3453046,Phone,B,Tenant,14,low,blue,39,2013,85071,0
333,10,0,4,6,M,1,1044.376243,Broker,C,House,21,high,red,49,2013,85042,1
334,3,0,2,2,M,1,892.739959,Broker,B,Condo,12,high,blue,34,2013,50049,0
335,0,0,2,0,F,0,795.6120293,Online,A,House,16,NA,blue,21,2013,15009,0
336,4,0,4,1,M,1,970.4038063,Broker,B,House,13,medium,white,26,2013,85066,0
337,11,0,2,2,M,1,751.5128573,Broker,B,House,19,high,red,52,2013,50013,0
338,17,0,2,0,F,1,978.6436091,Broker,C,House,18,low,white,53,2013,50044,1
339,19,0,4,2,M,1,851.2616254,Broker,A,House,16,high,red,44,2013,50047,0
340,16,0,3,5,F,1,989.7943145,Broker,A,House,19,medium,white,58,2013,20147,1
341,10,0,2,4,F,1,855.4176499,Broker,B,House,16,medium,blue,59,2013,15018,0
342,15,1,1,0,M,0,961.3012987,Online,A,Condo,16,high,white,39,2013,50001,0
343,2,0,1,1,M,0,778.1572431,Broker,A,House,14,medium,red,27,2013,98026,1
344,18,0,6,0,F,1,907.3145055,Broker,A,Tenant,12,high,blue,49,2013,20102,0
345,19,0,3,3,M,1,854.8239815,Broker,C,House,16,high,white,62,2013,50020,0
346,16,0,3,3,F,1,943.8091274,Phone,C,Tenant,14,high,white,40,2013,50032,1
347,19,1,2,1,M,0,980.5976449,Broker,C,House,13,low,blue,43,2013,98027,1
348,17,0,2,1,F,1,847.531878,Broker,A,House,23,high,red,91,2013,50049,1
349,8,0,2,3,M,1,927.1711756,Broker,B,Tenant,19,high,red,28,2013,15053,0
350,19,0,1,1,F,1,859.0685052,Broker,A,House,10,high,blue,51,2013,15009,0
351,0,0,1,0,M,0,1012.169264,Broker,B,Tenant,15,high,blue,41,2013,15060,1
352,14,0,4,9,M,1,859.6990685,Phone,B,Condo,13,medium,blue,45,2013,80033,0
353,17,1,1,0,M,1,933.9295753,Broker,B,Condo,16,low,white,41,2013,50041,1
354,8,0,1,1,F,1,1070.235557,Broker,C,House,11,high,white,37,2013,85069,0
355,14,0,3,0,M,0,1005.071399,Phone,C,Condo,16,high,yellow,40,2013,85075,0
356,11,0,3,3,F,1,880.183502,Phone,C,House,15,high,blue,60,2013,50025,0
357,15,0,1,1,F,1,907.5508696,Broker,B,Condo,10,high,white,41,2013,50039,0
358,13,1,8,0,M,0,831.5887789,Phone,C,House,13,high,white,47,2013,50022,0
359,11,0,1,2,M,1,835.3056586,Phone,C,House,17,high,blue,42,2013,50059,0
360,16,0,5,1,F,0,1009.999755,Broker,A,House,18,low,blue,55,2013,50008,0
361,2,0,1,2,F,1,863.4391018,Broker,B,House,15,medium,blue,26,2013,85077,-1
362,5,1,6,3,F,1,862.4118519,Broker,A,House,12,high,yellow,32,2013,85021,0
363,24,0,1,0,M,0,829.4235179,Online,B,House,16,medium,red,43,2013,50021,0
364,15,0,1,10,M,1,973.8193917,Broker,C,House,21,medium,red,38,2013,80046,1
365,5,1,8,0,F,0,925.0387085,Broker,C,Tenant,18,high,white,33,2013,15060,0
366,21,0,4,0,F,0,954.0412564,Phone,C,House,17,high,red,51,2013,85074,0
367,18,0,3,3,F,1,907.5715041,Broker,C,Condo,49.40870979,high,blue,58,2013,85028,0
368,10,0,4,3,M,1,903.4544078,Broker,B,House,17,high,white,30,2013,50020,0
369,2,0,3,10,M,1,943.8391722,Phone,B,Condo,18,low,blue,25,2013,15057,1
370,0,0,2,3,M,1,936.9398775,Broker,C,Tenant,19,high,white,38,2013,50012,0
371,17,0,3,0,F,0,830.8194071,Broker,C,House,12,high,white,56,2013,85022,0
372,7,0,4,0,F,1,792.7813895,Broker,C,House,20,high,white,27,2013,50039,0
373,15,0,2,0,F,0,950.6207328,Phone,A,House,12,high,red,57,2013,85076,0
374,4,1,1,9,M,1,757.2119531,Phone,C,Condo,17,low,white,32,2013,80005,1
375,13,1,6,0,M,0,913.0550814,Phone,A,Condo,17,high,blue,39,2013,50059,1
376,8,0,1,5,F,1,875.0063455,Phone,B,Condo,10,low,red,29,2013,20105,0
377,13,0,1,0,F,0,1001.225781,Broker,C,Condo,18,medium,red,61,2013,15025,0
378,17,0,2,2,M,1,1014.170754,Phone,C,Tenant,11,low,blue,41,2013,20130,0
379,20,0,2,1,M,1,895.9880727,Broker,C,House,13,high,red,39,2013,85013,0
380,15,0,1,2,NA,1,842.6802448,Phone,A,House,11,high,blue,55,2013,85074,1
381,18,0,3,1,F,1,994.4007314,Phone,C,House,10,high,white,51,2013,50009,1
382,10,0,1,1,M,1,826.7349795,Broker,C,House,13,high,white,57,2013,15047,0
383,16,0,1,0,F,0,876.7046079,Phone,C,Tenant,14,high,blue,41,2013,98022,0
384,17,0,1,0,M,0,842.8488902,Phone,C,Tenant,11,high,white,40,2013,15001,0
385,5,0,1,0,F,1,1027.137288,Broker,A,Tenant,13,medium,yellow,25,2013,80041,0
386,8,0,2,1,M,1,834.3261176,Phone,A,Condo,23,high,red,48,2013,85075,0
387,12,0,3,1,M,1,865.3493457,Broker,A,Tenant,11,high,blue,45,2013,85065,0
388,19,1,1,0,F,0,883.7636222,Phone,B,House,17,medium,blue,64,2013,80034,1
389,19,1,1,0,F,1,864.802799,Broker,B,House,37.43387926,high,white,62,2013,85044,0
390,17,1,1,1,M,1,970.4690804,Broker,A,Tenant,16,high,white,41,2013,80015,0
391,12,0,2,0,F,0,1009.280566,Broker,C,Tenant,17,medium,white,55,2013,85025,0
392,6,0,4,0,M,0,878.7701068,Broker,B,House,25,high,red,26,2013,80033,0
393,19,0,1,0,M,1,866.8810314,Broker,B,House,14,high,white,86,2013,85072,0
394,0,1,2,4,F,1,986.2449662,Phone,C,House,14,high,blue,38,2013,98026,0
395,5,0,1,0,M,0,916.392164,Broker,B,Tenant,15,high,blue,36,2013,50054,0
396,3,0,2,2,M,1,1049.217112,Phone,A,House,12,high,blue,29,2013,85034,1
397,8,1,1,3,M,1,803.0492065,Phone,C,House,19,high,white,64,2013,98011,0
398,13,1,2,4,M,1,918.9320757,Broker,A,House,15,high,white,37,2013,80016,0
399,7,0,1,0,M,1,890.4080377,Broker,B,Condo,9,high,white,36,2013,98011,0
400,4,0,3,0,F,0,971.5945605,Online,A,House,20,medium,yellow,22,2013,80034,0
401,23,0,2,1,M,0,889.5006019,Phone,C,House,9,high,white,51,2013,15033,0
402,13,1,2,2,M,1,834.5498887,Broker,A,Tenant,11.93465727,low,yellow,47,2013,85066,0
403,4,0,2,0,F,0,848.9866028,Phone,B,Condo,16,medium,white,25,2013,85074,0
404,18,0,4,1,F,1,866.6983674,Broker,C,House,16,high,white,38,2013,85070,0
405,8,0,4,0,M,0,1008.572287,Phone,C,Condo,17,medium,red,35,2013,85025,1
406,20,0,2,0,M,0,989.0536371,Broker,C,House,14,high,blue,42,2013,85071,0
407,17,1,1,0,F,1,792.9854977,Phone,A,House,12,high,white,52,2013,85027,1
408,18,1,2,1,M,1,903.0281432,Broker,C,House,19,high,white,56,2013,15012,0
409,0,0,3,0,F,0,885.8375527,Online,A,House,13,medium,blue,21,2013,85021,0
410,9,0,2,1,M,1,986.4861968,Broker,B,Tenant,15,high,yellow,48,2013,15021,0
411,3,0,7,0,M,0,887.5325447,Online,C,Condo,15,high,red,22,2013,80035,1
412,8,0,4,1,F,1,813.3562694,Broker,C,Condo,11,high,white,34,2013,15052,0
413,13,0,4,0,M,0,852.6960416,Broker,A,House,18,high,red,40,2013,15010,0
414,16,0,1,5,M,1,992.6807593,Broker,C,House,12,high,white,62,2013,85083,0
415,10,1,5,1,M,1,785.6968886,Broker,C,House,13,low,red,39,2013,50020,0
416,16,0,2,0,F,0,878.4434794,Online,A,House,9,high,blue,47,2013,15012,0
417,15,0,1,1,M,1,839.4798849,Phone,A,Tenant,18,high,red,37,2013,15025,0
418,6,1,2,1,F,1,781.1089889,Phone,B,Condo,13,low,white,25,2013,80023,1
419,8,0,4,1,M,1,828.359987,Phone,B,House,22,high,white,39,2013,80016,0
420,13,0,2,0,M,0,1011.554972,Phone,C,Condo,10,high,white,47,2013,20129,0
421,4,0,1,0,F,0,1013.66025,Phone,C,House,12,high,yellow,32,2013,50022,0
422,19,0,2,1,M,1,925.8351684,Broker,A,House,17,high,blue,44,2013,98009,1
423,11,0,4,1,M,0,866.1510155,Phone,A,House,10,low,red,48,2013,85066,1
424,12,0,1,1,M,0,941.0496125,Phone,A,House,16,high,white,53,2013,98014,0
425,20,0,5,0,F,1,1066.538097,Phone,B,House,16,high,blue,45,2013,80038,1
426,19,0,1,0,F,1,958.6243798,Broker,C,House,14,medium,yellow,55,2013,85078,-1
427,10,0,3,0,F,0,1088.47811,Broker,C,Condo,12,low,red,47,2013,85078,1
428,14,0,1,8,F,1,971.2517766,Phone,A,House,16,medium,blue,44,2013,98033,0
429,4,0,2,0,F,0,879.7002353,Broker,C,House,16,medium,white,36,2013,50008,1
430,6,0,1,0,M,0,915.4188721,Phone,C,Condo,18,high,yellow,35,2013,15001,0
431,19,0,2,0,M,0,881.2479611,Broker,A,Tenant,18,high,blue,40,2013,80028,0
432,17,0,6,5,M,1,961.3775245,Broker,C,House,15,high,white,45,2013,85042,1
433,17,0,2,0,M,1,839.0438304,Broker,A,House,20.4403201,high,white,50,2013,85083,0
434,7,1,1,0,F,1,829.782853,Phone,B,House,17,low,white,34,2013,15052,1
435,17,1,2,0,M,0,807.0761593,Broker,B,Tenant,16,high,white,49,2013,98032,0
436,9,0,2,1,M,1,853.6203506,Broker,B,House,21,high,white,43,2013,50052,0
437,20,0,3,0,M,1,978.3150864,Broker,B,House,23,high,blue,53,2013,20148,0
438,16,0,5,5,F,1,1022.102586,Broker,C,House,12,high,yellow,56,2013,50035,0
439,15,1,1,1,M,1,932.7785447,Broker,A,Tenant,11,medium,blue,39,2013,20147,0
440,17,0,1,2,M,1,880.3794787,Phone,C,House,15,high,blue,53,2013,98004,1
441,0,0,2,0,F,0,896.6015616,Broker,B,Condo,14,medium,blue,37,2013,50035,0
442,12,0,3,2,M,1,1085.191324,Broker,A,House,21,medium,blue,40,2013,50025,0
443,11,0,1,1,M,1,975.7665217,Phone,A,House,18,high,blue,65,2013,20106,0
444,13,0,1,0,M,0,888.5080406,Online,A,House,14,high,white,40,2013,80022,0
445,4,0,2,7,M,1,913.9482947,Broker,A,House,17,high,white,34,2013,80011,0
446,15,1,2,6,M,1,1033.277642,Phone,B,House,21,high,white,56,2013,50001,0
447,4,0,1,0,M,0,764.3375528,Phone,A,House,17,high,white,36,2013,15054,0
448,17,1,1,9,F,1,976.0772939,Broker,C,House,19,low,white,46,2013,85007,0
449,18,0,4,0,M,1,921.4324288,Broker,C,House,2.222206309,low,white,62,2013,98034,0
450,11,0,1,0,M,0,877.3583053,Phone,C,Condo,16,high,red,41,2013,15049,1
451,13,0,2,0,F,1,960.0202574,Broker,A,House,14,high,red,51,2013,15025,0
452,12,0,2,9,M,1,962.5587527,Online,C,House,25,high,yellow,42,2013,50028,1
453,7,0,2,0,F,1,808.5385081,Broker,A,House,13,low,blue,29,2013,85069,0
454,13,0,6,8,F,1,951.2219099,Broker,B,House,14,medium,white,37,2013,20103,1
455,18,0,1,2,F,1,1049.737749,Phone,A,House,12,low,yellow,42,2013,15012,1
456,13,0,1,1,F,1,765.812735,Broker,C,Tenant,16,high,white,37,2013,15021,0
457,23,1,3,0,F,1,765.4734543,Phone,B,House,15,high,red,46,2013,20109,0
458,10,0,1,0,F,0,915.8569377,Broker,C,Condo,11,high,white,31,2013,50021,0
459,4,0,1,3,F,1,894.4318282,Broker,B,House,9,high,blue,32,2013,80016,0
460,14,0,1,1,F,0,1061.341905,Broker,A,House,15,high,yellow,41,2013,15003,0
461,12,0,1,4,M,1,820.18773,Online,C,Tenant,14,high,white,45,2013,15026,0
462,10,0,1,1,M,1,822.0102037,Phone,C,House,22,medium,white,40,2013,80022,0
463,26,0,2,0,NA,1,818.6645109,Broker,A,House,14,high,white,52,2013,80015,0
464,16,0,1,0,M,0,877.6283316,Broker,C,House,18,high,red,60,2013,85065,0
465,13,0,1,0,M,0,719.2627573,Broker,C,House,22,high,white,46,2013,50051,0
466,0,1,2,0,F,0,887.9920074,Broker,C,House,4,low,white,25,2013,15009,1
467,15,1,2,0,F,0,873.1485191,Broker,A,Tenant,16,high,white,39,2013,50027,0
468,18,0,2,0,F,0,978.1136079,Broker,C,House,18,medium,red,39,2013,80021,0
469,15,0,2,1,M,1,903.8042692,Phone,A,House,14,low,blue,41,2013,80027,1
470,20,0,1,6,M,1,865.0071915,Phone,B,House,14,medium,white,53,2013,50027,0
471,3,1,1,4,F,1,956.8244906,Online,C,Condo,19,low,white,28,2013,20122,1
472,4,0,1,0,M,1,740.815894,Phone,C,House,45.24339677,medium,blue,36,2013,80022,0
473,14,0,2,2,M,1,911.7752317,Broker,C,House,15,high,white,51,2013,50025,0
474,8,0,1,1,M,0,906.03195,Broker,B,House,9,high,red,34,2013,50021,0
475,17,1,1,0,M,1,795.353296,Phone,C,Tenant,11,medium,white,46,2013,85076,0
476,5,0,2,3,F,1,767.54764,Phone,B,Condo,10,high,red,32,2013,80002,0
477,13,0,3,2,M,1,920.8126795,Broker,C,Tenant,12,high,white,46,2013,50028,0
478,17,0,1,1,M,1,963.4696533,Broker,A,House,12,high,red,52,2013,20160,0
479,14,0,2,6,M,1,960.3485492,Phone,C,Condo,21,high,yellow,46,2013,85066,0
480,14,0,2,5,F,1,999.6887202,Broker,B,House,13,low,blue,47,2013,80015,1
481,7,0,2,1,M,1,854.4495342,Broker,C,House,17,high,red,45,2013,50035,0
482,7,1,2,1,M,1,765.3504726,Phone,C,House,11,high,white,49,2013,50009,0
483,19,0,2,0,M,1,917.2894575,Broker,B,House,14,high,yellow,37,2013,15051,0
484,11,0,3,0,NA,0,894.4747405,Online,A,House,22,low,blue,66,2013,85079,0
485,25,0,1,9,F,1,887.33139,Online,C,House,14,high,white,79,2013,80012,1
486,3,0,3,0,M,0,999.5032639,Broker,C,Tenant,12,high,white,29,2013,80110,0
487,14,1,1,10,M,1,846.1143964,Broker,C,Tenant,15,high,red,46,2013,85051,1
488,15,1,2,4,M,1,827.2145012,Broker,C,House,17,low,blue,52,2013,98022,1
489,11,0,1,2,M,1,835.688787,Phone,B,House,12,high,red,78,2013,50052,0
490,14,0,1,0,M,1,1029.109036,Phone,C,House,11,high,white,43,2013,15012,0
491,13,1,4,0,F,0,959.5943692,Broker,C,Tenant,17,medium,blue,49,2013,50039,0
492,12,0,2,1,M,0,977.631231,Broker,B,House,15,medium,white,65,2013,85037,0
493,5,0,1,3,F,1,1073.393114,Broker,A,House,14,medium,red,27,2013,15025,0
494,11,0,1,0,F,1,885.6085944,Broker,C,Condo,10,low,white,42,2013,15026,0
495,8,1,3,0,M,1,936.4162678,Broker,A,House,18,low,white,52,2013,50025,1
496,11,0,2,1,M,1,1034.649437,Phone,B,House,18,low,blue,51,2013,50035,1
497,11,0,3,7,F,1,921.7863273,Phone,B,House,11,low,white,53,2013,85062,1
498,17,0,1,2,M,0,883.3896279,Broker,C,Condo,15,medium,white,45,2013,50009,0
499,5,0,2,1,M,1,895.6818723,Broker,B,Tenant,15,medium,white,32,2013,15012,1
500,5,0,2,1,M,0,890.3103024,Broker,A,Tenant,9,high,blue,32,2013,50038,0
501,23,1,1,1,M,1,998.9014701,Phone,C,Tenant,16,medium,red,46,2013,15021,1
502,6,0,1,0,F,1,907.0767332,Phone,C,Condo,14,low,white,28,2013,85024,0
503,2,0,2,3,F,1,994.2569513,Broker,C,House,11,high,red,28,2013,15054,0
504,15,0,6,5,F,1,861.8609691,Broker,A,House,15,medium,yellow,42,2013,98021,1
505,16,0,3,8,M,1,798.2245565,Broker,A,House,12,medium,blue,40,2013,98032,0
506,9,0,1,3,F,1,962.41256,Broker,C,House,21,medium,white,52,2013,50021,0
507,16,1,1,3,M,1,938.9788241,Phone,A,House,12,low,blue,43,2013,15025,1
508,7,0,1,1,M,1,824.2233392,Phone,A,House,5,high,white,25,2013,50056,0
509,14,0,3,2,M,1,969.5949395,Phone,B,Condo,12,low,white,37,2013,85060,0
510,1,0,3,5,F,1,958.335473,Broker,A,House,12,medium,white,36,2013,15035,0
511,5,0,2,0,M,1,1019.995867,Broker,B,Condo,16,medium,red,29,2013,85082,0
512,5,0,2,2,M,1,871.1556927,Phone,B,Condo,18,medium,blue,32,2013,80016,0
513,5,0,1,0,M,0,859.5789269,Broker,C,Tenant,22,high,blue,32,2013,80033,0
514,20,0,1,0,M,1,696.5373209,Broker,C,House,18,high,blue,42,2013,98006,0
515,15,0,1,1,F,0,1029.689072,Online,A,Condo,13,medium,red,47,2013,50021,0
516,16,0,1,3,M,1,879.2391103,Broker,B,House,11,low,blue,59,2013,98013,0
517,18,0,4,0,M,0,919.3629577,Broker,C,Condo,14,high,yellow,44,2013,15010,1
518,11,0,2,2,F,1,868.6562016,Phone,C,House,12,high,white,47,2013,50026,0
519,24,0,1,1,F,1,863.3755768,Online,A,House,11,high,blue,45,2013,50039,0
520,0,0,1,0,M,1,965.0735573,Phone,A,House,15,high,white,38,2013,15025,0
521,20,0,4,0,F,1,963.2573875,Broker,C,Tenant,21,high,white,55,2013,50054,0
522,3,1,1,10,F,1,1001.108405,Phone,C,Tenant,18,medium,white,26,2013,50055,1
523,7,1,2,2,M,0,837.8603227,Broker,C,Tenant,11,high,blue,31,2013,80016,0
524,17,0,1,1,F,0,952.3892748,Phone,A,House,16,high,blue,52,2013,50044,0
525,13,0,1,1,M,1,817.4603553,Phone,B,Tenant,27,low,red,45,2013,50022,0
526,13,0,6,1,M,1,929.3915103,Broker,B,Tenant,18,medium,white,55,2013,50039,1
527,10,0,1,1,F,0,889.1743668,Broker,C,Tenant,14,high,blue,50,2013,50027,0
528,8,0,1,0,M,1,795.8591894,Broker,B,Tenant,10,high,red,32,2013,15027,0
529,5,0,3,0,M,0,1024.636583,Broker,B,Tenant,11,high,white,33,2013,80028,0
530,21,1,1,3,M,1,965.2322748,Broker,B,House,18,high,red,42,2013,50023,0
531,16,0,1,0,M,1,924.7762685,NA,A,Tenant,18,high,red,43,2013,50037,0
532,19,1,5,1,F,1,813.7717772,Online,C,House,29.46566179,high,white,61,2013,15038,0
533,14,0,1,1,M,1,818.0360884,Broker,A,Condo,23,high,yellow,37,2013,15012,0
534,22,1,2,4,F,1,725.164971,Phone,B,House,15,high,red,67,2013,50035,1
535,12,0,2,0,F,1,851.0199016,Phone,A,House,19,high,yellow,68,2013,85068,0
536,13,0,1,0,M,0,1021.330856,Broker,C,House,17,high,blue,59,2013,15049,0
537,4,0,2,2,F,1,947.7758721,Phone,C,House,19,medium,white,33,2013,80023,0
538,0,0,1,4,M,1,933.0749216,Broker,C,Condo,9,medium,red,28,2013,50026,0
539,10,0,1,2,F,1,854.9991471,Broker,B,House,14,high,blue,51,2013,85074,0
540,13,0,3,0,M,0,762.8617558,Broker,C,Tenant,15,low,white,38,2013,80005,0
541,4,0,1,0,F,0,1038.273995,Phone,C,Tenant,16,medium,blue,31,2013,50034,0
542,12,0,1,0,F,0,918.7909486,Phone,C,House,36.82089905,low,white,42,2013,80031,0
543,8,0,2,4,F,1,870.7773883,Broker,A,House,7,medium,blue,62,2013,85024,0
544,2,1,3,0,F,0,807.6368558,Phone,C,House,2.83991975,high,white,30,2013,50039,0
545,5,0,1,1,M,0,850.1444499,Broker,A,House,15,high,red,26,2013,80012,0
546,7,0,2,5,F,1,975.0761721,NA,C,Tenant,15,high,blue,33,2013,20116,1
547,17,0,2,5,F,1,1037.689488,Broker,B,Condo,16,high,white,50,2013,80046,0
548,12,0,1,0,F,0,938.9375457,Phone,B,House,15,high,red,82,2013,80016,0
549,17,0,2,0,F,0,857.0695718,Broker,A,House,8,high,white,51,2013,15001,0
550,13,0,2,2,F,1,911.1752872,Broker,B,House,9,low,red,42,2013,98004,1
551,16,1,2,8,F,1,880.9024319,Broker,A,House,16,medium,white,51,2013,50001,0
552,12,0,4,0,F,0,1006.082886,Broker,C,House,20,high,red,49,2013,85069,0
553,17,0,3,0,M,0,956.1497732,Broker,A,House,20,medium,white,44,2013,50058,0
554,12,0,3,0,M,1,820.3945979,Broker,C,House,16,high,red,53,2013,50013,0
555,15,0,1,1,F,1,855.9900138,Broker,C,House,9,high,red,54,2013,15012,1
556,13,0,1,2,M,1,868.9774437,Broker,B,House,14,medium,red,38,2013,98032,0
557,20,0,2,1,F,1,825.2769758,Broker,A,Condo,22,high,yellow,56,2013,20103,0
558,4,0,1,0,M,1,949.6123891,Phone,A,House,21,high,white,32,2013,50032,0
559,15,0,1,0,F,0,845.265306,Online,C,House,21,low,white,59,2013,98001,0
560,6,0,3,3,F,1,763.4438474,Broker,C,Condo,18,low,blue,30,2013,15037,0
561,5,0,1,0,M,0,897.2548158,Phone,A,House,18,high,blue,36,2013,80012,1
562,20,0,5,0,F,1,1045.832628,Phone,C,Tenant,18,high,red,39,2013,85075,0
563,8,0,2,2,M,1,848.861629,Broker,C,Condo,10,high,yellow,35,2013,50047,0
564,6,0,2,0,M,1,746.9594073,Broker,C,Tenant,16,high,white,33,2013,85055,0
565,19,0,3,1,M,1,919.2777707,Phone,C,Condo,11,high,blue,41,2013,80020,0
566,13,1,2,0,M,1,905.8179037,Broker,A,House,14,high,blue,37,2013,80016,0
567,1,0,4,4,M,1,876.5411668,Online,A,House,22,low,white,24,2013,15025,1
568,11,0,2,0,M,0,873.9904795,Broker,A,House,13,medium,yellow,45,2013,85082,0
569,19,0,1,0,M,0,1019.449786,Phone,A,Condo,14,high,white,38,2013,85076,1
570,5,0,2,0,M,1,784.5130829,Online,A,Tenant,14,high,white,24,2013,15034,0
571,7,0,2,1,F,0,834.0895191,Phone,A,House,17,high,yellow,32,2013,15057,0
572,5,0,4,4,M,1,901.2890367,Online,B,Condo,12,high,white,36,2013,80014,0
573,5,0,1,1,M,1,1046.957565,Broker,A,House,7,low,red,29,2013,15003,0
574,14,0,2,0,M,1,928.8948184,Online,B,House,12,high,white,52,2013,80024,0
575,8,0,1,0,NA,1,924.658052,Broker,C,Tenant,22,high,white,36,2013,50048,0
576,0,0,1,2,M,1,907.42417,Broker,B,House,22,high,white,38,2013,98034,0
577,18,0,3,4,M,1,882.6392702,Broker,A,House,19,high,blue,53,2013,50048,0
578,14,0,2,0,M,1,834.6575408,Phone,B,Condo,18,medium,white,48,2013,98001,0
579,10,0,1,3,F,1,776.4302162,Broker,A,Tenant,9,high,white,43,2013,15025,0
580,17,0,4,0,F,1,1055.392873,Broker,A,Condo,20,high,red,46,2013,80030,0
581,5,0,1,4,F,1,805.6616367,Broker,C,Tenant,22,high,blue,36,2013,85025,0
582,28,1,1,1,M,1,823.7896797,Broker,C,House,19,high,blue,67,2013,15034,0
583,14,0,3,2,F,1,816.3274602,Broker,C,House,14,high,white,53,2013,85034,0
584,6,1,1,0,M,1,837.6008815,Broker,C,House,15,low,white,29,2013,50022,0
585,0,1,1,0,F,0,842.5027759,Online,C,Condo,9,medium,blue,24,2013,98023,0
586,14,0,2,6,F,1,779.7060275,Broker,A,House,20,medium,white,56,2013,15003,0
587,17,0,3,0,F,0,883.4748824,Broker,A,Tenant,18,low,white,37,2013,98009,1
588,0,0,2,0,F,0,933.767931,Online,C,House,14,low,blue,21,2013,98034,0
589,14,0,2,0,M,1,933.5118319,Phone,B,Condo,12,high,white,37,2013,80012,0
590,17,0,1,0,M,1,849.9829854,Phone,C,House,12,high,red,47,2013,98013,1
591,16,0,3,0,F,0,856.2911839,Broker,C,House,13,high,blue,45,2013,85051,0
592,1,0,3,0,M,0,999.5774244,Broker,A,House,17,medium,blue,33,2013,80035,0
593,14,0,1,0,F,0,888.7812015,Phone,C,Condo,16,low,red,49,2013,15001,1
594,15,0,2,0,M,1,923.7619443,Phone,B,Condo,15,high,red,45,2013,98004,0
595,8,1,3,2,M,1,895.7299341,Broker,A,Tenant,14,high,white,34,2013,98022,0
596,6,0,3,0,F,0,795.7678411,Phone,B,House,15.81775528,medium,white,27,2013,50039,0
597,19,0,1,2,M,1,869.9378943,Broker,B,House,16,medium,yellow,69,2013,50025,0
598,17,0,1,6,F,1,919.5609532,Phone,B,House,12,high,blue,37,2013,85072,0
599,15,0,1,0,F,1,991.0778826,Broker,C,House,15,medium,blue,56,2013,85077,0
600,13,1,4,0,F,0,965.2768087,Broker,A,House,8,medium,white,50,2013,15034,0
601,5,1,2,3,F,1,837.5659645,Online,B,House,14,high,white,23,2013,50051,0
602,12,0,2,3,M,1,760.0279602,Broker,A,Tenant,13,low,red,45,2013,80014,1
603,18,0,1,3,F,1,848.7480767,Phone,A,House,14,high,red,53,2013,85024,1
604,12,0,1,2,F,1,919.8786453,Broker,A,House,11,high,red,54,2013,15001,0
605,17,1,3,3,M,1,942.2602753,Broker,A,Condo,13,high,blue,42,2013,80021,1
